Gene stable ID	HGNC symbol	Gene type	UniProtKB Gene Name symbol	Gene name
ENSMMUG00000001266		protein_coding	COG1	COG1
ENSMMUG00000056814		protein_coding	TXNDC17	TXNDC17
ENSMMUG00000024632		snoRNA		U3
ENSMMUG00000056055		snoRNA		
ENSMMUG00000051616		protein_coding		
ENSMMUG00000063559		snRNA		U7
ENSMMUG00000057356		protein_coding	TMEM205	TMEM205
ENSMMUG00000057356		protein_coding	TMEM205	TMEM205
ENSMMUG00000060645		misc_RNA		Metazoa_SRP
ENSMMUG00000064447		protein_coding	C6H5orf46	C6H5orf46
ENSMMUG00000057281		lncRNA		
ENSMMUG00000061650		lncRNA		
ENSMMUG00000032774	SNORD105	snoRNA		SNORD105
ENSMMUG00000051859		protein_coding	PYCARD	PYCARD
ENSMMUG00000008287		protein_coding	EIF2B4	EIF2B4
ENSMMUG00000008287		protein_coding	EIF2B4	EIF2B4
ENSMMUG00000008287		protein_coding	EIF2B4	EIF2B4
ENSMMUG00000046264	PPP3R1	protein_coding	PPP3R1	PPP3R1
ENSMMUG00000046264	PPP3R1	protein_coding	PPP3R1	PPP3R1
ENSMMUG00000020820		protein_coding	SVIP	SVIP
ENSMMUG00000039709		misc_RNA		Metazoa_SRP
ENSMMUG00000013313		protein_coding	CYTH1	CYTH1
ENSMMUG00000013313		protein_coding	CYTH1	CYTH1
ENSMMUG00000013313		protein_coding	CYTH1	CYTH1
ENSMMUG00000058097		misc_RNA		Metazoa_SRP
ENSMMUG00000000719		protein_coding	SKA1	SKA1
ENSMMUG00000065190		misc_RNA		Metazoa_SRP
ENSMMUG00000036758	SNORD105B	snoRNA		SNORD105B
ENSMMUG00000061487		pseudogene		
ENSMMUG00000064102		protein_coding		
ENSMMUG00000006018		protein_coding	SPAG5	SPAG5
ENSMMUG00000018208		protein_coding	EIF6	EIF6
ENSMMUG00000018208		protein_coding	EIF6	EIF6
ENSMMUG00000018208		protein_coding	EIF6	EIF6
ENSMMUG00000023477		protein_coding		
ENSMMUG00000002605		protein_coding	UCP2	UCP2
ENSMMUG00000015883		protein_coding		
ENSMMUG00000008407		protein_coding	SCN1A	SCN1A
ENSMMUG00000061470		protein_coding	RPS15	RPS15
ENSMMUG00000012315		protein_coding	NAALADL1	NAALADL1
ENSMMUG00000008256		protein_coding	AMELX	AMELX
ENSMMUG00000008256		protein_coding	AMELX	AMELX
ENSMMUG00000033004		snoRNA		
ENSMMUG00000055080		misc_RNA		Metazoa_SRP
ENSMMUG00000062978		protein_coding		
ENSMMUG00000018011		protein_coding	SPHK1	SPHK1
ENSMMUG00000004756		protein_coding	GRB2	GRB2
ENSMMUG00000017161		protein_coding	ANKRD11	ANKRD11
ENSMMUG00000017161		protein_coding	ANKRD11	ANKRD11
ENSMMUG00000017161		protein_coding	ANKRD11	ANKRD11
ENSMMUG00000017161		protein_coding	ANKRD11	ANKRD11
ENSMMUG00000017161		protein_coding	ANKRD11	ANKRD11
ENSMMUG00000017161		protein_coding	ANKRD11	ANKRD11
ENSMMUG00000050184		protein_coding	RETN	RETN
ENSMMUG00000050184		protein_coding	RETN	RETN
ENSMMUG00000009907		protein_coding	TBC1D2B	TBC1D2B
ENSMMUG00000014328		protein_coding	TTC12	TTC12
ENSMMUG00000014328		protein_coding	TTC12	TTC12
ENSMMUG00000014328		protein_coding	TTC12	TTC12
ENSMMUG00000014328		protein_coding	TTC12	TTC12
ENSMMUG00000014328		protein_coding	TTC12	TTC12
ENSMMUG00000014328		protein_coding	TTC12	TTC12
ENSMMUG00000008430		protein_coding	CACNB3	CACNB3
ENSMMUG00000008430		protein_coding	CACNB3	CACNB3
ENSMMUG00000008430		protein_coding	CACNB3	CACNB3
ENSMMUG00000008430		protein_coding	CACNB3	CACNB3
ENSMMUG00000008430		protein_coding	CACNB3	CACNB3
ENSMMUG00000008430		protein_coding	CACNB3	CACNB3
ENSMMUG00000057749		misc_RNA		Metazoa_SRP
ENSMMUG00000057956		protein_coding		
ENSMMUG00000017217		protein_coding	EIF3G	EIF3G
ENSMMUG00000021965		protein_coding	PPP1R12C	PPP1R12C
ENSMMUG00000041962	ABCC6	protein_coding	ABCC6	ABCC6
ENSMMUG00000041962	ABCC6	protein_coding	ABCC6	ABCC6
ENSMMUG00000049711		snoRNA		
ENSMMUG00000012802	ZNF112	protein_coding	ZNF112	ZNF112
ENSMMUG00000012802	ZNF112	protein_coding	ZNF112	ZNF112
ENSMMUG00000012802	ZNF112	protein_coding	ZNF112	ZNF112
ENSMMUG00000012802	ZNF112	protein_coding	ZNF112	ZNF112
ENSMMUG00000012802	ZNF112	protein_coding	ZNF112	ZNF112
ENSMMUG00000012802	ZNF112	protein_coding	ZNF112	ZNF112
ENSMMUG00000012802	ZNF112	protein_coding	ZNF112	ZNF112
ENSMMUG00000012802	ZNF112	protein_coding	ZNF112	ZNF112
ENSMMUG00000053525		protein_coding	MCL1	MCL1
ENSMMUG00000063142		lncRNA		
ENSMMUG00000038311		protein_coding	TRPV3	TRPV3
ENSMMUG00000038311		protein_coding	TRPV3	TRPV3
ENSMMUG00000030531		protein_coding	SIRT1	SIRT1
ENSMMUG00000030531		protein_coding	SIRT1	SIRT1
ENSMMUG00000030531		protein_coding	SIRT1	SIRT1
ENSMMUG00000030531		protein_coding	SIRT1	SIRT1
ENSMMUG00000016275	PYDC1	protein_coding	PYDC1	PYDC1
ENSMMUG00000016644		protein_coding	DCLRE1A	DCLRE1A
ENSMMUG00000010868		protein_coding	YAF2	YAF2
ENSMMUG00000010868		protein_coding	YAF2	YAF2
ENSMMUG00000010868		protein_coding	YAF2	YAF2
ENSMMUG00000010868		protein_coding	YAF2	YAF2
ENSMMUG00000010868		protein_coding	YAF2	YAF2
ENSMMUG00000010868		protein_coding	YAF2	YAF2
ENSMMUG00000010868		protein_coding	YAF2	YAF2
ENSMMUG00000063010		lncRNA		
ENSMMUG00000032797		snoRNA		
ENSMMUG00000056068		lncRNA		
ENSMMUG00000060392		protein_coding		
ENSMMUG00000058748		lncRNA		
ENSMMUG00000064745		protein_coding		
ENSMMUG00000057360		protein_coding	SCT	SCT
ENSMMUG00000028728		protein_coding	KLK9	KLK9
ENSMMUG00000052958		misc_RNA		Metazoa_SRP
ENSMMUG00000049363		protein_coding		
ENSMMUG00000062043		lncRNA		
ENSMMUG00000055234		misc_RNA		Metazoa_SRP
ENSMMUG00000032744		snoRNA		
ENSMMUG00000048209		lncRNA		
ENSMMUG00000058102		lncRNA		
ENSMMUG00000063299		protein_coding	LOC100429193	
ENSMMUG00000063299		protein_coding	LOC100429193	
ENSMMUG00000018351		protein_coding		CEP89
ENSMMUG00000004226		protein_coding	ACSM1	ACSM1
ENSMMUG00000054327		misc_RNA		Metazoa_SRP
ENSMMUG00000017900		protein_coding	SPINK5	SPINK5
ENSMMUG00000015689		protein_coding	ADGRG1	ADGRG1
ENSMMUG00000015689		protein_coding	ADGRG1	ADGRG1
ENSMMUG00000015689		protein_coding	ADGRG1	ADGRG1
ENSMMUG00000015689		protein_coding	ADGRG1	ADGRG1
ENSMMUG00000051445		lncRNA		
ENSMMUG00000041726		protein_coding		
ENSMMUG00000017858		protein_coding	PSTK	PSTK
ENSMMUG00000017858		protein_coding	PSTK	PSTK
ENSMMUG00000059926		protein_coding		
ENSMMUG00000019577		protein_coding	GLA	GLA
ENSMMUG00000019577		protein_coding	GLA	GLA
ENSMMUG00000035562		snRNA		U6
ENSMMUG00000054819		miRNA		mml-mir-147a
ENSMMUG00000019624		protein_coding	GLB1L	GLB1L
ENSMMUG00000025294		snoRNA		SNORA72
ENSMMUG00000056256		lncRNA		
ENSMMUG00000005335		protein_coding	ZSCAN4	ZSCAN4
ENSMMUG00000017386		protein_coding	DDX4	DDX4
ENSMMUG00000005798		protein_coding	NOG	NOG
ENSMMUG00000058355		snoRNA		
ENSMMUG00000050173		protein_coding		
ENSMMUG00000054541		misc_RNA		Metazoa_SRP
ENSMMUG00000058869		lncRNA		
ENSMMUG00000058142		protein_coding		
ENSMMUG00000058689		protein_coding	THAP2	THAP2
ENSMMUG00000057251		misc_RNA		Metazoa_SRP
ENSMMUG00000011618		protein_coding	PTOV1	PTOV1
ENSMMUG00000011618		protein_coding	PTOV1	PTOV1
ENSMMUG00000007925		protein_coding	SGK2	SGK2
ENSMMUG00000007925		protein_coding	SGK2	SGK2
ENSMMUG00000058049		lncRNA		
ENSMMUG00000037237		snRNA		U7
ENSMMUG00000053495	NUP62CL	protein_coding	NUP62CL	NUP62CL
ENSMMUG00000061630		protein_coding		
ENSMMUG00000057446		lncRNA		
ENSMMUG00000051697		misc_RNA		Metazoa_SRP
ENSMMUG00000022403		protein_coding	LRRC32	LRRC32
ENSMMUG00000065277		protein_coding	HEPACAM	HEPACAM
ENSMMUG00000002658		protein_coding	DRD4	DRD4
ENSMMUG00000043134		protein_coding	CCDC159	CCDC159
ENSMMUG00000043134		protein_coding	CCDC159	CCDC159
ENSMMUG00000043134		protein_coding	CCDC159	CCDC159
ENSMMUG00000043134		protein_coding	CCDC159	CCDC159
ENSMMUG00000034931		snRNA		U6
ENSMMUG00000038182		protein_coding	UTY	UTY
ENSMMUG00000038182		protein_coding	UTY	UTY
ENSMMUG00000038182		protein_coding	UTY	UTY
ENSMMUG00000038182		protein_coding	UTY	UTY
ENSMMUG00000038182		protein_coding	UTY	UTY
ENSMMUG00000038182		protein_coding	UTY	UTY
ENSMMUG00000038182		protein_coding	UTY	UTY
ENSMMUG00000038182		protein_coding	UTY	UTY
ENSMMUG00000057336		lncRNA		
ENSMMUG00000015810		protein_coding	FAR2	FAR2
ENSMMUG00000015810		protein_coding	FAR2	FAR2
ENSMMUG00000015810		protein_coding	FAR2	FAR2
ENSMMUG00000051132		lncRNA		
ENSMMUG00000043543		misc_RNA		Metazoa_SRP
ENSMMUG00000044324		protein_coding	ITGAM	ITGAM
ENSMMUG00000008801		protein_coding	AGTPBP1	AGTPBP1
ENSMMUG00000008801		protein_coding	AGTPBP1	AGTPBP1
ENSMMUG00000008801		protein_coding	AGTPBP1	AGTPBP1
ENSMMUG00000008801		protein_coding	AGTPBP1	AGTPBP1
ENSMMUG00000008801		protein_coding	AGTPBP1	AGTPBP1
ENSMMUG00000008801		protein_coding	AGTPBP1	AGTPBP1
ENSMMUG00000018967		protein_coding	UBE2O	UBE2O
ENSMMUG00000000765		protein_coding	ZRANB3	ZRANB3
ENSMMUG00000000765		protein_coding	ZRANB3	ZRANB3
ENSMMUG00000000765		protein_coding	ZRANB3	ZRANB3
ENSMMUG00000000765		protein_coding	ZRANB3	ZRANB3
ENSMMUG00000000765		protein_coding	ZRANB3	ZRANB3
ENSMMUG00000003053		protein_coding	APC2	APC2
ENSMMUG00000003053		protein_coding	APC2	APC2
ENSMMUG00000056831		protein_coding	KCNJ12	
ENSMMUG00000056831		protein_coding	KCNJ12	
ENSMMUG00000056831		protein_coding	KCNJ12	
ENSMMUG00000056831		protein_coding	KCNJ12	
ENSMMUG00000005620		protein_coding	PCDH9	PCDH9
ENSMMUG00000005620		protein_coding	PCDH9	PCDH9
ENSMMUG00000005620		protein_coding	PCDH9	PCDH9
ENSMMUG00000005620		protein_coding	PCDH9	PCDH9
ENSMMUG00000005620		protein_coding	PCDH9	PCDH9
ENSMMUG00000005620		protein_coding	PCDH9	PCDH9
ENSMMUG00000058158		protein_coding	MED31	MED31
ENSMMUG00000039736		protein_coding	MRPL41	MRPL41
ENSMMUG00000057312		protein_coding		
ENSMMUG00000024428		Y_RNA		Y_RNA
ENSMMUG00000061653		lncRNA		
ENSMMUG00000005336		protein_coding	ZNF551	ZNF551
ENSMMUG00000005336		protein_coding	ZNF551	ZNF551
ENSMMUG00000054855		misc_RNA		Metazoa_SRP
ENSMMUG00000003588		protein_coding	EXOSC8	EXOSC8
ENSMMUG00000003588		protein_coding	EXOSC8	EXOSC8
ENSMMUG00000003588		protein_coding	EXOSC8	EXOSC8
ENSMMUG00000037001		snRNA		U7
ENSMMUG00000065236		Y_RNA		Y_RNA
ENSMMUG00000054701		lncRNA		
ENSMMUG00000051493		lncRNA		
ENSMMUG00000003458		protein_coding	RBFOX1	RBFOX1
ENSMMUG00000003458		protein_coding	RBFOX1	RBFOX1
ENSMMUG00000003458		protein_coding	RBFOX1	RBFOX1
ENSMMUG00000003458		protein_coding	RBFOX1	RBFOX1
ENSMMUG00000003458		protein_coding	RBFOX1	RBFOX1
ENSMMUG00000003458		protein_coding	RBFOX1	RBFOX1
ENSMMUG00000003458		protein_coding	RBFOX1	RBFOX1
ENSMMUG00000007400		protein_coding	SIAH1	SIAH1
ENSMMUG00000007400		protein_coding	SIAH1	SIAH1
ENSMMUG00000007400		protein_coding	SIAH1	SIAH1
ENSMMUG00000027544		snRNA		U6
ENSMMUG00000043332		protein_coding	LAT	
ENSMMUG00000043332		protein_coding	LAT	
ENSMMUG00000043332		protein_coding	LAT	
ENSMMUG00000043332		protein_coding	LAT	
ENSMMUG00000053696		misc_RNA		Metazoa_SRP
ENSMMUG00000061222		protein_coding	APMAP	APMAP
ENSMMUG00000061222		protein_coding	APMAP	APMAP
ENSMMUG00000061222		protein_coding	APMAP	APMAP
ENSMMUG00000061222		protein_coding	APMAP	APMAP
ENSMMUG00000061222		protein_coding	APMAP	APMAP
ENSMMUG00000061222		protein_coding	APMAP	APMAP
ENSMMUG00000061222		protein_coding	APMAP	APMAP
ENSMMUG00000027343		snRNA		U6
ENSMMUG00000051593		pseudogene		
ENSMMUG00000032617		protein_coding	MPP2	MPP2
ENSMMUG00000032617		protein_coding	MPP2	MPP2
ENSMMUG00000032617		protein_coding	MPP2	MPP2
ENSMMUG00000032617		protein_coding	MPP2	MPP2
ENSMMUG00000032617		protein_coding	MPP2	MPP2
ENSMMUG00000016465		protein_coding	HDAC6	HDAC6
ENSMMUG00000016465		protein_coding	HDAC6	HDAC6
ENSMMUG00000016465		protein_coding	HDAC6	HDAC6
ENSMMUG00000016465		protein_coding	HDAC6	HDAC6
ENSMMUG00000016465		protein_coding	HDAC6	HDAC6
ENSMMUG00000016465		protein_coding	HDAC6	HDAC6
ENSMMUG00000016465		protein_coding	HDAC6	HDAC6
ENSMMUG00000037473		protein_coding	PRRT4	PRRT4
ENSMMUG00000061223		lncRNA		
ENSMMUG00000018210		protein_coding	FAM83C	FAM83C
ENSMMUG00000054359		protein_coding		
ENSMMUG00000058640		protein_coding		
ENSMMUG00000008955		protein_coding	ATXN10	ATXN10
ENSMMUG00000008955		protein_coding	ATXN10	ATXN10
ENSMMUG00000015868		protein_coding	RDH11	RDH11
ENSMMUG00000015868		protein_coding	RDH11	RDH11
ENSMMUG00000015868		protein_coding	RDH11	RDH11
ENSMMUG00000028941		protein_coding		
ENSMMUG00000002210		protein_coding	TNFRSF11A	TNFRSF11A
ENSMMUG00000002210		protein_coding	TNFRSF11A	TNFRSF11A
ENSMMUG00000002210		protein_coding	TNFRSF11A	TNFRSF11A
ENSMMUG00000059920		misc_RNA		Metazoa_SRP
ENSMMUG00000005793		protein_coding	ANKFN1	ANKFN1
ENSMMUG00000005793		protein_coding	ANKFN1	ANKFN1
ENSMMUG00000005793		protein_coding	ANKFN1	ANKFN1
ENSMMUG00000015861		protein_coding	COX7B	COX7B
ENSMMUG00000020948		protein_coding	TMEM19	TMEM19
ENSMMUG00000020948		protein_coding	TMEM19	TMEM19
ENSMMUG00000033987	SNORD111	snoRNA		SNORD111
ENSMMUG00000011594		protein_coding	VWA8	VWA8
ENSMMUG00000011594		protein_coding	VWA8	VWA8
ENSMMUG00000011594		protein_coding	VWA8	VWA8
ENSMMUG00000011594		protein_coding	VWA8	VWA8
ENSMMUG00000011594		protein_coding	VWA8	VWA8
ENSMMUG00000011594		protein_coding	VWA8	VWA8
ENSMMUG00000011594		protein_coding	VWA8	VWA8
ENSMMUG00000011594		protein_coding	VWA8	VWA8
ENSMMUG00000051304		protein_coding		
ENSMMUG00000016962		protein_coding	KRT1	KRT1
ENSMMUG00000058847		misc_RNA		Metazoa_SRP
ENSMMUG00000006255		protein_coding	NCKAP5L	NCKAP5L
ENSMMUG00000006255		protein_coding	NCKAP5L	NCKAP5L
ENSMMUG00000006255		protein_coding	NCKAP5L	NCKAP5L
ENSMMUG00000062838		protein_coding		
ENSMMUG00000042955	SH2D7	protein_coding	SH2D7	SH2D7
ENSMMUG00000027430		Y_RNA		Y_RNA
ENSMMUG00000031168		protein_coding	SAC3D1	SAC3D1
ENSMMUG00000010898		protein_coding	TRIM13	TRIM13
ENSMMUG00000058889		protein_coding	TSKU	TSKU
ENSMMUG00000019682		protein_coding	MRPS9	MRPS9
ENSMMUG00000049659		protein_coding		
ENSMMUG00000059154		protein_coding	KLK10	
ENSMMUG00000059154		protein_coding	KLK10	
ENSMMUG00000015970		protein_coding	CCDC150	CCDC150
ENSMMUG00000053277		protein_coding	BRINP1	BRINP1
ENSMMUG00000033587	SNORD111B	snoRNA		SNORD111B
ENSMMUG00000015344		protein_coding	CERKL	CERKL
ENSMMUG00000015344		protein_coding	CERKL	CERKL
ENSMMUG00000015344		protein_coding	CERKL	CERKL
ENSMMUG00000015344		protein_coding	CERKL	CERKL
ENSMMUG00000056498		misc_RNA		Metazoa_SRP
ENSMMUG00000017461		protein_coding	PNO1	PNO1
ENSMMUG00000017461		protein_coding	PNO1	PNO1
ENSMMUG00000012535		protein_coding	MCEMP1	MCEMP1
ENSMMUG00000012535		protein_coding	MCEMP1	MCEMP1
ENSMMUG00000031831		protein_coding	IL23A	IL23A
ENSMMUG00000064368		lncRNA		
ENSMMUG00000013945		protein_coding	CYP1B1	CYP1B1
ENSMMUG00000063223		misc_RNA		Metazoa_SRP
ENSMMUG00000057083		lncRNA		
ENSMMUG00000009398		protein_coding	STX8	STX8
ENSMMUG00000009398		protein_coding	STX8	STX8
ENSMMUG00000009398		protein_coding	STX8	STX8
ENSMMUG00000009398		protein_coding	STX8	STX8
ENSMMUG00000028490		Y_RNA		Y_RNA
ENSMMUG00000059496		misc_RNA		Metazoa_SRP
ENSMMUG00000023411		protein_coding	RSKR	RSKR
ENSMMUG00000002660		protein_coding	DEAF1	DEAF1
ENSMMUG00000002660		protein_coding	DEAF1	DEAF1
ENSMMUG00000039682		pseudogene		
ENSMMUG00000060273		protein_coding	MRPL32	MRPL32
ENSMMUG00000006169		protein_coding	TNNT1	TNNT1
ENSMMUG00000006169		protein_coding	TNNT1	TNNT1
ENSMMUG00000006169		protein_coding	TNNT1	TNNT1
ENSMMUG00000006169		protein_coding	TNNT1	TNNT1
ENSMMUG00000006169		protein_coding	TNNT1	TNNT1
ENSMMUG00000006169		protein_coding	TNNT1	TNNT1
ENSMMUG00000006169		protein_coding	TNNT1	TNNT1
ENSMMUG00000006169		protein_coding	TNNT1	TNNT1
ENSMMUG00000006169		protein_coding	TNNT1	TNNT1
ENSMMUG00000006169		protein_coding	TNNT1	TNNT1
ENSMMUG00000064323		lncRNA		
ENSMMUG00000063078		protein_coding		
ENSMMUG00000002286		protein_coding	CREBBP	CREBBP
ENSMMUG00000002286		protein_coding	CREBBP	CREBBP
ENSMMUG00000002286		protein_coding	CREBBP	CREBBP
ENSMMUG00000002286		protein_coding	CREBBP	CREBBP
ENSMMUG00000002286		protein_coding	CREBBP	CREBBP
ENSMMUG00000002286		protein_coding	CREBBP	CREBBP
ENSMMUG00000002286		protein_coding	CREBBP	CREBBP
ENSMMUG00000023480		protein_coding	IKZF5	IKZF5
ENSMMUG00000023174		protein_coding	DNAAF6	DNAAF6
ENSMMUG00000004225		protein_coding	THUMPD1	THUMPD1
ENSMMUG00000056958		miRNA		mml-mir-7194
ENSMMUG00000018168		protein_coding	ACER3	ACER3
ENSMMUG00000051262		misc_RNA		Metazoa_SRP
ENSMMUG00000056577		misc_RNA		Metazoa_SRP
ENSMMUG00000003171		protein_coding	COG4	COG4
ENSMMUG00000003171		protein_coding	COG4	COG4
ENSMMUG00000056314		snRNA		U2
ENSMMUG00000006375		protein_coding	CCDC15	CCDC15
ENSMMUG00000047887	ZNF154	protein_coding	ZNF154	ZNF154
ENSMMUG00000047887	ZNF154	protein_coding	ZNF154	ZNF154
ENSMMUG00000053182		protein_coding		
ENSMMUG00000060137		protein_coding		
ENSMMUG00000056366		Y_RNA		Y_RNA
ENSMMUG00000052396		lncRNA		
ENSMMUG00000012320		protein_coding	SNX15	SNX15
ENSMMUG00000040721		protein_coding		
ENSMMUG00000055428		lncRNA		
ENSMMUG00000063712		misc_RNA		Metazoa_SRP
ENSMMUG00000058021		protein_coding	CIB2	CIB2
ENSMMUG00000022118		protein_coding	RFX4	RFX4
ENSMMUG00000022118		protein_coding	RFX4	RFX4
ENSMMUG00000022118		protein_coding	RFX4	RFX4
ENSMMUG00000022118		protein_coding	RFX4	RFX4
ENSMMUG00000022118		protein_coding	RFX4	RFX4
ENSMMUG00000022118		protein_coding	RFX4	RFX4
ENSMMUG00000022118		protein_coding	RFX4	RFX4
ENSMMUG00000059009		misc_RNA		Metazoa_SRP
ENSMMUG00000019607		protein_coding	PNPLA7	PNPLA7
ENSMMUG00000019607		protein_coding	PNPLA7	PNPLA7
ENSMMUG00000053742		misc_RNA		Metazoa_SRP
ENSMMUG00000022451		protein_coding	PSMA2	PSMA2
ENSMMUG00000022451		protein_coding	PSMA2	PSMA2
ENSMMUG00000017939		protein_coding	FAAP24	FAAP24
ENSMMUG00000045701	ARMCX4	protein_coding	ARMCX4	ARMCX4
ENSMMUG00000047016		protein_coding	RERGL	RERGL
ENSMMUG00000047016		protein_coding	RERGL	RERGL
ENSMMUG00000014509		protein_coding	IMPDH1	IMPDH1
ENSMMUG00000014509		protein_coding	IMPDH1	IMPDH1
ENSMMUG00000014509		protein_coding	IMPDH1	IMPDH1
ENSMMUG00000014509		protein_coding	IMPDH1	IMPDH1
ENSMMUG00000020818		protein_coding	GAS2	GAS2
ENSMMUG00000046486		protein_coding	ZNF770	ZNF770
ENSMMUG00000012871	ATP7A	protein_coding	ATP7A	ATP7A
ENSMMUG00000048321		protein_coding	LILRB3	
ENSMMUG00000022120		protein_coding	TMEM94	TMEM94
ENSMMUG00000022120		protein_coding	TMEM94	TMEM94
ENSMMUG00000022120		protein_coding	TMEM94	TMEM94
ENSMMUG00000022120		protein_coding	TMEM94	TMEM94
ENSMMUG00000022120		protein_coding	TMEM94	TMEM94
ENSMMUG00000050805		lncRNA		
ENSMMUG00000060347		lncRNA		
ENSMMUG00000051795		protein_coding	UCP3	UCP3
ENSMMUG00000010899		protein_coding	KCNRG	KCNRG
ENSMMUG00000008218		protein_coding	ADAMTSL4	ADAMTSL4
ENSMMUG00000008218		protein_coding	ADAMTSL4	ADAMTSL4
ENSMMUG00000008218		protein_coding	ADAMTSL4	ADAMTSL4
ENSMMUG00000015120		protein_coding	APOH	APOH
ENSMMUG00000052721		misc_RNA		Metazoa_SRP
ENSMMUG00000009597		protein_coding	SLC13A5	SLC13A5
ENSMMUG00000009597		protein_coding	SLC13A5	SLC13A5
ENSMMUG00000061391		protein_coding	ANKRD49	ANKRD49
ENSMMUG00000020916		protein_coding	CCDC158	CCDC158
ENSMMUG00000020916		protein_coding	CCDC158	CCDC158
ENSMMUG00000020916		protein_coding	CCDC158	CCDC158
ENSMMUG00000020916		protein_coding	CCDC158	CCDC158
ENSMMUG00000020916		protein_coding	CCDC158	CCDC158
ENSMMUG00000005530		protein_coding	SYT1	SYT1
ENSMMUG00000005530		protein_coding	SYT1	SYT1
ENSMMUG00000026598		Y_RNA		Y_RNA
ENSMMUG00000016456		protein_coding	PLPPR3	PLPPR3
ENSMMUG00000018026		protein_coding	LOC702242	SPANXN
ENSMMUG00000018026		protein_coding	LOC702242	SPANXN
ENSMMUG00000018026		protein_coding	LOC702242	SPANXN
ENSMMUG00000034861		snRNA		U6
ENSMMUG00000040778	TRAPPC5	protein_coding	TRAPPC5	TRAPPC5
ENSMMUG00000048948		lncRNA		
ENSMMUG00000054132		lncRNA		
ENSMMUG00000045353	KRT77	protein_coding	KRT77	KRT77
ENSMMUG00000009051		protein_coding	CXXC1	CXXC1
ENSMMUG00000009051		protein_coding	CXXC1	CXXC1
ENSMMUG00000009051		protein_coding	CXXC1	CXXC1
ENSMMUG00000009051		protein_coding	CXXC1	CXXC1
ENSMMUG00000016646		protein_coding	NHLRC2	NHLRC2
ENSMMUG00000016646		protein_coding	NHLRC2	NHLRC2
ENSMMUG00000016646		protein_coding	NHLRC2	NHLRC2
ENSMMUG00000010403		protein_coding	UQCC1	UQCC1
ENSMMUG00000010403		protein_coding	UQCC1	UQCC1
ENSMMUG00000010403		protein_coding	UQCC1	UQCC1
ENSMMUG00000010403		protein_coding	UQCC1	UQCC1
ENSMMUG00000010403		protein_coding	UQCC1	UQCC1
ENSMMUG00000010403		protein_coding	UQCC1	UQCC1
ENSMMUG00000010403		protein_coding	UQCC1	UQCC1
ENSMMUG00000010403		protein_coding	UQCC1	UQCC1
ENSMMUG00000023604		protein_coding	ARMCX1	ARMCX1
ENSMMUG00000002689		protein_coding	MSL3	MSL3
ENSMMUG00000002689		protein_coding	MSL3	MSL3
ENSMMUG00000036450		snoRNA		SNORA70
ENSMMUG00000000803		protein_coding	STAT2	STAT2
ENSMMUG00000000803		protein_coding	STAT2	STAT2
ENSMMUG00000005723		protein_coding	DDX39A	DDX39A
ENSMMUG00000005723		protein_coding	DDX39A	DDX39A
ENSMMUG00000007700		protein_coding	CD180	CD180
ENSMMUG00000007700		protein_coding	CD180	CD180
ENSMMUG00000054831		protein_coding		
ENSMMUG00000054339		protein_coding		
ENSMMUG00000040830		pseudogene		
ENSMMUG00000017845		protein_coding	OXR1	OXR1
ENSMMUG00000017845		protein_coding	OXR1	OXR1
ENSMMUG00000017845		protein_coding	OXR1	OXR1
ENSMMUG00000017845		protein_coding	OXR1	OXR1
ENSMMUG00000017845		protein_coding	OXR1	OXR1
ENSMMUG00000017845		protein_coding	OXR1	OXR1
ENSMMUG00000017845		protein_coding	OXR1	OXR1
ENSMMUG00000017845		protein_coding	OXR1	OXR1
ENSMMUG00000017845		protein_coding	OXR1	OXR1
ENSMMUG00000017845		protein_coding	OXR1	OXR1
ENSMMUG00000039929		protein_coding	LOC106995243	
ENSMMUG00000039897		lncRNA		
ENSMMUG00000013944		protein_coding	RMDN2	RMDN2
ENSMMUG00000013944		protein_coding	RMDN2	RMDN2
ENSMMUG00000013944		protein_coding	RMDN2	RMDN2
ENSMMUG00000013944		protein_coding	RMDN2	RMDN2
ENSMMUG00000013944		protein_coding	RMDN2	RMDN2
ENSMMUG00000013944		protein_coding	RMDN2	RMDN2
ENSMMUG00000057044		snRNA		U7
ENSMMUG00000043963	KLK11	protein_coding	KLK11	KLK11
ENSMMUG00000043963	KLK11	protein_coding	KLK11	KLK11
ENSMMUG00000043963	KLK11	protein_coding	KLK11	KLK11
ENSMMUG00000043304		protein_coding	FCER2	FCER2
ENSMMUG00000043304		protein_coding	FCER2	FCER2
ENSMMUG00000002168		protein_coding	MARCHF10	MARCHF10
ENSMMUG00000002168		protein_coding	MARCHF10	MARCHF10
ENSMMUG00000002168		protein_coding	MARCHF10	MARCHF10
ENSMMUG00000002168		protein_coding	MARCHF10	MARCHF10
ENSMMUG00000002168		protein_coding	MARCHF10	MARCHF10
ENSMMUG00000002168		protein_coding	MARCHF10	MARCHF10
ENSMMUG00000025496		snRNA		U6
ENSMMUG00000065159		protein_coding	GHRL	GHRL
ENSMMUG00000019626		protein_coding	STK16	STK16
ENSMMUG00000019626		protein_coding	STK16	STK16
ENSMMUG00000048701	MIR3187	miRNA		MIR3187
ENSMMUG00000036856		snRNA		U6
ENSMMUG00000023357		protein_coding	ZNF671	ZNF671
ENSMMUG00000011622		protein_coding	PNKP	PNKP
ENSMMUG00000011622		protein_coding	PNKP	PNKP
