Gene stable ID	HGNC symbol	Gene type	UniProtKB Gene Name symbol	Gene name
ENSMMUG00000022717		protein_coding	ANP32A	ANP32A
ENSMMUG00000049559		misc_RNA		Metazoa_SRP
ENSMMUG00000012410		protein_coding	IGSF9B	IGSF9B
ENSMMUG00000012410		protein_coding	IGSF9B	IGSF9B
ENSMMUG00000012410		protein_coding	IGSF9B	IGSF9B
ENSMMUG00000012410		protein_coding	IGSF9B	IGSF9B
ENSMMUG00000012410		protein_coding	IGSF9B	IGSF9B
ENSMMUG00000012410		protein_coding	IGSF9B	IGSF9B
ENSMMUG00000008584		protein_coding	SLCO1A2	SLCO1A2
ENSMMUG00000008584		protein_coding	SLCO1A2	SLCO1A2
ENSMMUG00000036828		snRNA		U7
ENSMMUG00000006072		protein_coding	HIPK4	HIPK4
ENSMMUG00000050261		lncRNA		
ENSMMUG00000052517		misc_RNA		Metazoa_SRP
ENSMMUG00000055792		misc_RNA		Metazoa_SRP
ENSMMUG00000059335		protein_coding		
ENSMMUG00000052416		protein_coding	GPR173	GPR173
ENSMMUG00000062427		protein_coding		
ENSMMUG00000013880		protein_coding	NMUR2	NMUR2
ENSMMUG00000046815		protein_coding	LOC702421	
ENSMMUG00000021282		protein_coding	LAMTOR1	LAMTOR1
ENSMMUG00000021282		protein_coding	LAMTOR1	LAMTOR1
ENSMMUG00000021282		protein_coding	LAMTOR1	LAMTOR1
ENSMMUG00000021282		protein_coding	LAMTOR1	LAMTOR1
ENSMMUG00000021282		protein_coding	LAMTOR1	LAMTOR1
ENSMMUG00000021282		protein_coding	LAMTOR1	LAMTOR1
ENSMMUG00000010734		protein_coding	CYP4F8	CYP4F8
ENSMMUG00000010734		protein_coding	CYP4F8	CYP4F8
ENSMMUG00000010734		protein_coding	CYP4F8	CYP4F8
ENSMMUG00000010734		protein_coding	CYP4F8	CYP4F8
ENSMMUG00000010734		protein_coding	CYP4F8	CYP4F8
ENSMMUG00000010734		protein_coding	CYP4F8	CYP4F8
ENSMMUG00000010734		protein_coding	CYP4F8	CYP4F8
ENSMMUG00000010734		protein_coding	CYP4F8	CYP4F8
ENSMMUG00000018524		protein_coding	GSTP1	GSTP1
ENSMMUG00000018524		protein_coding	GSTP1	GSTP1
ENSMMUG00000018524		protein_coding	GSTP1	GSTP1
ENSMMUG00000018524		protein_coding	GSTP1	GSTP1
ENSMMUG00000026876		miRNA		mml-mir-181a-2
ENSMMUG00000047241		snRNA		U6
ENSMMUG00000052912		snRNA		U2
ENSMMUG00000018837		protein_coding	LOC704083	RPL17
ENSMMUG00000018837		protein_coding	LOC704083	RPL17
ENSMMUG00000018837		protein_coding	LOC704083	RPL17
ENSMMUG00000061781		protein_coding	LRRC55	LRRC55
ENSMMUG00000064892		pseudogene		
ENSMMUG00000004309		protein_coding	AMER1	AMER1
ENSMMUG00000038289		misc_RNA		Metazoa_SRP
ENSMMUG00000058778		snoRNA		SNORD115
ENSMMUG00000002991		protein_coding	RRN3	RRN3
ENSMMUG00000002991		protein_coding	RRN3	RRN3
ENSMMUG00000022339		protein_coding	MED22	SURF6
ENSMMUG00000022339		protein_coding	MED22	SURF6
ENSMMUG00000022339		protein_coding	MED22	SURF6
ENSMMUG00000022339		protein_coding	MED22	SURF6
ENSMMUG00000022339		protein_coding	MED22	SURF6
ENSMMUG00000022339		protein_coding	MED22	SURF6
ENSMMUG00000021630	MAP4K1	protein_coding	MAP4K1	MAP4K1
ENSMMUG00000019441		protein_coding	SLC12A7	SLC12A7
ENSMMUG00000019441		protein_coding	SLC12A7	SLC12A7
ENSMMUG00000019441		protein_coding	SLC12A7	SLC12A7
ENSMMUG00000064489		protein_coding	TMED9	TMED9
ENSMMUG00000023536		IG_V_gene		
ENSMMUG00000008241		protein_coding	UPF2	UPF2
ENSMMUG00000008241		protein_coding	UPF2	UPF2
ENSMMUG00000008241		protein_coding	UPF2	UPF2
ENSMMUG00000008241		protein_coding	UPF2	UPF2
ENSMMUG00000008241		protein_coding	UPF2	UPF2
ENSMMUG00000024685		Y_RNA		Y_RNA
ENSMMUG00000060880		lncRNA		
ENSMMUG00000020745		protein_coding	ZNF831	ZNF831
ENSMMUG00000058476		misc_RNA		Metazoa_SRP
ENSMMUG00000039702		misc_RNA		Metazoa_SRP
ENSMMUG00000054868		misc_RNA		Metazoa_SRP
ENSMMUG00000003387		protein_coding	PELI3	PELI3
ENSMMUG00000003387		protein_coding	PELI3	PELI3
ENSMMUG00000022625		protein_coding	PRX	PRX
ENSMMUG00000055437		lncRNA		
ENSMMUG00000007764		protein_coding	ERICH1	ERICH1
ENSMMUG00000007764		protein_coding	ERICH1	ERICH1
ENSMMUG00000007764		protein_coding	ERICH1	ERICH1
ENSMMUG00000018353		protein_coding	LLGL1	LLGL1
ENSMMUG00000018353		protein_coding	LLGL1	LLGL1
ENSMMUG00000018353		protein_coding	LLGL1	LLGL1
ENSMMUG00000050386		pseudogene		
ENSMMUG00000006876		protein_coding	PRRG1	PRRG1
ENSMMUG00000006876		protein_coding	TSPAN7	PRRG1
ENSMMUG00000006876		protein_coding	TSPAN7	PRRG1
ENSMMUG00000006876		protein_coding	TSPAN7	PRRG1
ENSMMUG00000006876		protein_coding	TSPAN7	PRRG1
ENSMMUG00000006876		protein_coding	TSPAN7	PRRG1
ENSMMUG00000006876		protein_coding	TSPAN7	PRRG1
ENSMMUG00000062461		protein_coding	C15H9orf43	C15H9orf43
ENSMMUG00000039397		protein_coding	TECTA	TBCEL
ENSMMUG00000039397		protein_coding	TECTA	TBCEL
ENSMMUG00000039397		protein_coding	TECTA	TBCEL
ENSMMUG00000039397		protein_coding	TBCEL	TBCEL
ENSMMUG00000015773		protein_coding	ULK1	ULK1
ENSMMUG00000015773		protein_coding	ULK1	ULK1
ENSMMUG00000021225		protein_coding	GAR1	GAR1
ENSMMUG00000021225		protein_coding	GAR1	GAR1
ENSMMUG00000002593		protein_coding	TSPYL2	TSPYL2
ENSMMUG00000059916		snoRNA		
ENSMMUG00000057177		protein_coding		
ENSMMUG00000029791		protein_coding	KCTD16	KCTD16
ENSMMUG00000050872		lncRNA		
ENSMMUG00000031084		protein_coding		
ENSMMUG00000000443		protein_coding	ARSF	ARSF
ENSMMUG00000000443		protein_coding	ARSF	ARSF
ENSMMUG00000000443		protein_coding	ARSF	ARSF
ENSMMUG00000061071		protein_coding		
ENSMMUG00000056301		protein_coding		
ENSMMUG00000064317	KRT31	protein_coding	KRT31	KRT31
ENSMMUG00000048462		misc_RNA		Metazoa_SRP
ENSMMUG00000021796		protein_coding	CHRNA1	CHRNA1
ENSMMUG00000021796		protein_coding	CHRNA1	CHRNA1
ENSMMUG00000002315		protein_coding	MYT1	MYT1
ENSMMUG00000002315		protein_coding	MYT1	MYT1
ENSMMUG00000002315		protein_coding	MYT1	MYT1
ENSMMUG00000059815		lncRNA		
ENSMMUG00000054212		protein_coding		
ENSMMUG00000057228		protein_coding	SOX15	SOX15
ENSMMUG00000063641		lncRNA		
ENSMMUG00000039514		protein_coding		
ENSMMUG00000026141		snoRNA		
ENSMMUG00000064574	TRPC5OS	protein_coding	TRPC5OS	TRPC5OS
ENSMMUG00000049965		lncRNA		
ENSMMUG00000064295		lncRNA		
ENSMMUG00000020131		protein_coding	SRC	SRC
ENSMMUG00000020131		protein_coding	SRC	SRC
ENSMMUG00000051196		protein_coding		
ENSMMUG00000023535	IGLV10-54	IG_V_gene	IGLV10-54	IGLV10-54
ENSMMUG00000005154		pseudogene		
ENSMMUG00000065109	ASB12	protein_coding	ASB12	ASB12
ENSMMUG00000052718		protein_coding		
ENSMMUG00000008130		protein_coding	ABR	ABR
ENSMMUG00000008130		protein_coding	ABR	ABR
ENSMMUG00000008130		protein_coding	ABR	ABR
ENSMMUG00000008130		protein_coding	ABR	ABR
ENSMMUG00000050379		protein_coding		
ENSMMUG00000064302		protein_coding	TERB1	TERB1
ENSMMUG00000016406		protein_coding	YME1L1	YME1L1
ENSMMUG00000016406		protein_coding	YME1L1	YME1L1
ENSMMUG00000016406		protein_coding	YME1L1	YME1L1
ENSMMUG00000016406		protein_coding	YME1L1	YME1L1
ENSMMUG00000016406		protein_coding	YME1L1	YME1L1
ENSMMUG00000013009	MEIS3	protein_coding	MEIS3	MEIS3
ENSMMUG00000013009	MEIS3	protein_coding	MEIS3	MEIS3
ENSMMUG00000013009	MEIS3	protein_coding	MEIS3	MEIS3
ENSMMUG00000013009	MEIS3	protein_coding	MEIS3	MEIS3
ENSMMUG00000013009	MEIS3	protein_coding	MEIS3	MEIS3
ENSMMUG00000019203		protein_coding	CDRT4	TVP23B
ENSMMUG00000019203		protein_coding	CDRT4	TVP23B
ENSMMUG00000019203		protein_coding	CDRT4	TVP23B
ENSMMUG00000019203		protein_coding	CDRT4	TVP23B
ENSMMUG00000019203		protein_coding	CDRT4	TVP23B
ENSMMUG00000053637		protein_coding		
ENSMMUG00000064783		lncRNA		
ENSMMUG00000056345		protein_coding	IMPA2	IMPA2
ENSMMUG00000021102		protein_coding	CCDC154	CCDC154
ENSMMUG00000062217		protein_coding	HDDC3	HDDC3
ENSMMUG00000059557	IGLV11-55	IG_V_gene	IGLV11-55	IGLV11-55
ENSMMUG00000021588		protein_coding	STAU2	STAU2
ENSMMUG00000021588		protein_coding	STAU2	STAU2
ENSMMUG00000021588		protein_coding	STAU2	STAU2
ENSMMUG00000021588		protein_coding	STAU2	STAU2
ENSMMUG00000021588		protein_coding	STAU2	STAU2
ENSMMUG00000021588		protein_coding	STAU2	STAU2
ENSMMUG00000065164		snoRNA		SNORD115
ENSMMUG00000002561		protein_coding	NSUN2	NSUN2
ENSMMUG00000054530		misc_RNA		Metazoa_SRP
ENSMMUG00000064835		protein_coding	SLC25A46	SLC25A46
ENSMMUG00000015175		protein_coding	MCCC2	MCCC2
ENSMMUG00000015175		protein_coding	MCCC2	MCCC2
ENSMMUG00000059768		protein_coding	RTL4	RTL4
ENSMMUG00000009600		protein_coding	ADCY3	ADCY3
ENSMMUG00000009600		protein_coding	ADCY3	ADCY3
ENSMMUG00000009600		protein_coding	ADCY3	ADCY3
ENSMMUG00000050020		lncRNA		
ENSMMUG00000047960	SVEP1	protein_coding	SVEP1	SVEP1
ENSMMUG00000047960	SVEP1	protein_coding	SVEP1	SVEP1
ENSMMUG00000047960	SVEP1	protein_coding	SVEP1	SVEP1
ENSMMUG00000047960	SVEP1	protein_coding	SVEP1	SVEP1
ENSMMUG00000047960	SVEP1	protein_coding	SVEP1	SVEP1
ENSMMUG00000047960	SVEP1	protein_coding	SVEP1	SVEP1
ENSMMUG00000064924		lncRNA		
ENSMMUG00000002139		protein_coding	DOK1	DOK1
ENSMMUG00000002139		protein_coding	DOK1	DOK1
ENSMMUG00000040973		protein_coding	LRRC24	LRRC24
ENSMMUG00000049690		protein_coding		
ENSMMUG00000011925		protein_coding	KLHL3	KLHL3
ENSMMUG00000011925		protein_coding	KLHL3	KLHL3
ENSMMUG00000011925		protein_coding	KLHL3	KLHL3
ENSMMUG00000041979		misc_RNA		Metazoa_SRP
ENSMMUG00000050808		misc_RNA		Metazoa_SRP
ENSMMUG00000005998		protein_coding	UNC5B	UNC5B
ENSMMUG00000005998		protein_coding	UNC5B	UNC5B
ENSMMUG00000064021		protein_coding		
ENSMMUG00000008047		protein_coding	ATG4B	ATG4B
ENSMMUG00000008047		protein_coding	ATG4B	ATG4B
ENSMMUG00000008047		protein_coding	ATG4B	ATG4B
ENSMMUG00000008047		protein_coding	ATG4B	ATG4B
ENSMMUG00000055349		misc_RNA		Metazoa_SRP
ENSMMUG00000004950		protein_coding	CBX5	CBX5
ENSMMUG00000030922		protein_coding	SDC1	SDC1
ENSMMUG00000030922		protein_coding	SDC1	SDC1
ENSMMUG00000030922		protein_coding	SDC1	SDC1
ENSMMUG00000028767		protein_coding	EIF3K	EIF3K
ENSMMUG00000028767		protein_coding	EIF3K	EIF3K
ENSMMUG00000028767		protein_coding	EIF3K	EIF3K
ENSMMUG00000016976		protein_coding	DOCK8	DOCK8
ENSMMUG00000016976		protein_coding	DOCK8	DOCK8
ENSMMUG00000016976		protein_coding	DOCK8	DOCK8
ENSMMUG00000016976		protein_coding	DOCK8	DOCK8
ENSMMUG00000037711		protein_coding	PTPRQ	PTPRQ
ENSMMUG00000000018		protein_coding	MS4A10	MS4A10
ENSMMUG00000000018		protein_coding	MS4A10	MS4A10
ENSMMUG00000013510		protein_coding	FXR2	FXR2
ENSMMUG00000013510		protein_coding	FXR2	FXR2
ENSMMUG00000013510		protein_coding	FXR2	FXR2
ENSMMUG00000058303		lncRNA		
ENSMMUG00000051810		protein_coding		
ENSMMUG00000047015		protein_coding	LOC106995524	
ENSMMUG00000047015		protein_coding	LOC106995524	
ENSMMUG00000047015		protein_coding	LOC106995524	
ENSMMUG00000047015		protein_coding	LOC106995524	
ENSMMUG00000047015		protein_coding	LOC106995524	
ENSMMUG00000056297		misc_RNA		Metazoa_SRP
ENSMMUG00000004274		protein_coding	MTMR8	MTMR8
ENSMMUG00000005151		protein_coding	FADS2B	FADS2B
ENSMMUG00000053042		misc_RNA		Metazoa_SRP
ENSMMUG00000055660		misc_RNA		Metazoa_SRP
ENSMMUG00000064315		misc_RNA		Metazoa_SRP
ENSMMUG00000049545		snRNA		U6
ENSMMUG00000059831		protein_coding		
ENSMMUG00000051538		lncRNA		
ENSMMUG00000051841		snoRNA		
ENSMMUG00000016027		protein_coding	SERTAD1	SERTAD1
ENSMMUG00000021223		protein_coding	RRH	RRH
ENSMMUG00000018643		protein_coding	KRT37	KRT37
ENSMMUG00000043361		lncRNA		
ENSMMUG00000027462		Y_RNA		Y_RNA
ENSMMUG00000017944		protein_coding	SLC25A39	SLC25A39
ENSMMUG00000017944		protein_coding	SLC25A39	SLC25A39
ENSMMUG00000017944		protein_coding	SLC25A39	SLC25A39
ENSMMUG00000000903		protein_coding	LHFPL1	LHFPL1
ENSMMUG00000000903		protein_coding	LHFPL1	LHFPL1
ENSMMUG00000000903		protein_coding	LHFPL1	LHFPL1
ENSMMUG00000054982		lncRNA		
ENSMMUG00000058952		lncRNA		
ENSMMUG00000004336		protein_coding	SATL1	SATL1
ENSMMUG00000055653		lncRNA		
ENSMMUG00000055899		lncRNA		
ENSMMUG00000049452		misc_RNA		Metazoa_SRP
ENSMMUG00000065197		protein_coding		
ENSMMUG00000059212		snoRNA		SNORD115
ENSMMUG00000063939	SPESP1	protein_coding	SPESP1	SPESP1
ENSMMUG00000052361		misc_RNA		Metazoa_SRP
ENSMMUG00000036589		snRNA		U6
ENSMMUG00000063328		processed_pseudogene		
ENSMMUG00000022603		protein_coding	ARHGAP42	ARHGAP42
ENSMMUG00000052797		lncRNA		
ENSMMUG00000061749		protein_coding	PAGR1	PAGR1
ENSMMUG00000058035		lncRNA		
ENSMMUG00000044537		protein_coding	POLE3	POLE3
ENSMMUG00000015212		pseudogene		
ENSMMUG00000005106		protein_coding	UNC45A	UNC45A
ENSMMUG00000005106		protein_coding	UNC45A	UNC45A
ENSMMUG00000062229		protein_coding	PTX4	PTX4
ENSMMUG00000016553		protein_coding	SLC12A5	SLC12A5
ENSMMUG00000016553		protein_coding	SLC12A5	SLC12A5
ENSMMUG00000016553		protein_coding	SLC12A5	SLC12A5
ENSMMUG00000016553		protein_coding	SLC12A5	SLC12A5
ENSMMUG00000027214		miRNA		mml-mir-597
ENSMMUG00000059443		protein_coding	C8H8orf82	C8H8orf82
ENSMMUG00000049564		misc_RNA		Metazoa_SRP
ENSMMUG00000054780		protein_coding		
ENSMMUG00000062183		misc_RNA		Metazoa_SRP
ENSMMUG00000018049		protein_coding	PPM1D	PPM1D
ENSMMUG00000040764	ADH1A	protein_coding	ADH1A	ADH1A
ENSMMUG00000022526		protein_coding	EEF1A2	EEF1A2
ENSMMUG00000022526		protein_coding	EEF1A2	EEF1A2
ENSMMUG00000020685		protein_coding	SERTAD3	SERTAD3
ENSMMUG00000004633		protein_coding	HMGB3	
ENSMMUG00000022006		protein_coding	TMEM217	TMEM217
ENSMMUG00000022006		protein_coding	TMEM217	TMEM217
ENSMMUG00000057265		protein_coding	DLGAP2	DLGAP2
ENSMMUG00000057265		protein_coding	DLGAP2	DLGAP2
ENSMMUG00000057265		protein_coding	DLGAP2	DLGAP2
ENSMMUG00000057265		protein_coding	DLGAP2	DLGAP2
ENSMMUG00000052582		lncRNA		
ENSMMUG00000013607		protein_coding	CYB5A	CYB5A
ENSMMUG00000013607		protein_coding	CYB5A	CYB5A
ENSMMUG00000013607		protein_coding	CYB5A	CYB5A
ENSMMUG00000013607		protein_coding	CYB5A	CYB5A
ENSMMUG00000053262		lncRNA		
ENSMMUG00000056882		misc_RNA		Metazoa_SRP
ENSMMUG00000035503		snRNA		U4
ENSMMUG00000021813		protein_coding	NDUFAF2	NDUFAF2
ENSMMUG00000006230		protein_coding	NOX5	NOX5
ENSMMUG00000063563		lncRNA		
ENSMMUG00000054227		snoRNA		
ENSMMUG00000007887		protein_coding		
ENSMMUG00000021260		protein_coding	TUFT1	TUFT1
ENSMMUG00000021260		protein_coding	TUFT1	TUFT1
ENSMMUG00000021260		protein_coding	TUFT1	TUFT1
ENSMMUG00000033225		snoRNA		
ENSMMUG00000029662		protein_coding	B4GALT7	B4GALT7
ENSMMUG00000029662		protein_coding	B4GALT7	B4GALT7
ENSMMUG00000029662		protein_coding	B4GALT7	B4GALT7
ENSMMUG00000029662		protein_coding	B4GALT7	B4GALT7
ENSMMUG00000029662		protein_coding	B4GALT7	B4GALT7
ENSMMUG00000013047		protein_coding	SKP1	SKP1
ENSMMUG00000013047		protein_coding	SKP1	SKP1
ENSMMUG00000013047		protein_coding	SKP1	SKP1
ENSMMUG00000013047		protein_coding	SKP1	SKP1
ENSMMUG00000013047		protein_coding	SKP1	SKP1
ENSMMUG00000013047		protein_coding	SKP1	SKP1
ENSMMUG00000013047		protein_coding	SKP1	SKP1
ENSMMUG00000013047		protein_coding	SKP1	SKP1
ENSMMUG00000051448		protein_coding		
ENSMMUG00000049208	KRT38	protein_coding	KRT38	KRT38
ENSMMUG00000022154		protein_coding	NIPBL	NIPBL
ENSMMUG00000022154		protein_coding	NIPBL	NIPBL
ENSMMUG00000022154		protein_coding	NIPBL	NIPBL
ENSMMUG00000022154		protein_coding	NIPBL	NIPBL
ENSMMUG00000004157		protein_coding	NPAT	NPAT
ENSMMUG00000004157		protein_coding	NPAT	NPAT
ENSMMUG00000004157		protein_coding	NPAT	NPAT
ENSMMUG00000004157		protein_coding	NPAT	NPAT
ENSMMUG00000004157		protein_coding	NPAT	NPAT
ENSMMUG00000004157		protein_coding	NPAT	NPAT
ENSMMUG00000004157		protein_coding	NPAT	NPAT
ENSMMUG00000044765		processed_pseudogene		
ENSMMUG00000008365		protein_coding	CNEP1R1	CNEP1R1
ENSMMUG00000008365		protein_coding	CNEP1R1	CNEP1R1
ENSMMUG00000054919		misc_RNA		Metazoa_SRP
ENSMMUG00000009223		protein_coding	PPP1R15A	PPP1R15A
ENSMMUG00000050738		snoRNA		SNORD115
ENSMMUG00000034673		snRNA		U2
ENSMMUG00000059190		snRNA		U6
ENSMMUG00000050070		protein_coding		
ENSMMUG00000033076		snRNA		U6
ENSMMUG00000061168		misc_RNA		Metazoa_SRP
ENSMMUG00000044186		misc_RNA		Metazoa_SRP
ENSMMUG00000060209		protein_coding	MMAB	MMAB
ENSMMUG00000060209		protein_coding	MMAB	MMAB
ENSMMUG00000000017		protein_coding	MS4A15	MS4A15
ENSMMUG00000008247		protein_coding	MXRA5	
ENSMMUG00000063198		protein_coding		
ENSMMUG00000037090		snRNA		U6
ENSMMUG00000063698		lncRNA		
ENSMMUG00000050164		misc_RNA		Metazoa_SRP
ENSMMUG00000056493		protein_coding		
ENSMMUG00000052994		snRNA		U7
ENSMMUG00000048497		miRNA		mml-mir-6128
ENSMMUG00000017735		protein_coding	FASTKD2	FASTKD2
ENSMMUG00000058300		misc_RNA		Metazoa_SRP
ENSMMUG00000065086		protein_coding		
ENSMMUG00000051268		misc_RNA		Metazoa_SRP
ENSMMUG00000065167		protein_coding		
ENSMMUG00000052827		protein_coding	TEFM	TEFM
ENSMMUG00000001620		protein_coding	GPR50	GPR50
ENSMMUG00000064744		pseudogene		
ENSMMUG00000019758		protein_coding	HCST	HCST
ENSMMUG00000009683		protein_coding	PRRT2	PRRT2
ENSMMUG00000009683		protein_coding	PRRT2	PRRT2
ENSMMUG00000015603		protein_coding	BLVRB	BLVRB
ENSMMUG00000006752		protein_coding	NAE1	NAE1
ENSMMUG00000006752		protein_coding	NAE1	NAE1
ENSMMUG00000062545		lncRNA		
ENSMMUG00000022843		protein_coding	FBXO11	FBXO11
ENSMMUG00000022843		protein_coding	FBXO11	FBXO11
ENSMMUG00000017859	OR9G4	protein_coding	OR9G4	OR9G4
ENSMMUG00000061544		protein_coding	ARHGAP39	ARHGAP39
ENSMMUG00000061544		protein_coding	ARHGAP39	ARHGAP39
ENSMMUG00000022956		protein_coding	LRIT3	LRIT3
ENSMMUG00000018001		protein_coding	NDP	NDP
ENSMMUG00000012141		protein_coding	CYP26B1	CYP26B1
ENSMMUG00000062830		protein_coding		
ENSMMUG00000013603	ZNF711	protein_coding	ZNF711	ZNF711
ENSMMUG00000013603	ZNF711	protein_coding	ZNF711	ZNF711
ENSMMUG00000002138		protein_coding	LOXL3	LOXL3
ENSMMUG00000004745		protein_coding	BCLAF3	BCLAF3
ENSMMUG00000004745		protein_coding	BCLAF3	BCLAF3
ENSMMUG00000021543		protein_coding	CADPS2	CADPS2
ENSMMUG00000021543		protein_coding	CADPS2	CADPS2
ENSMMUG00000021543		protein_coding	CADPS2	CADPS2
ENSMMUG00000021543		protein_coding	CADPS2	CADPS2
ENSMMUG00000021543		protein_coding	CADPS2	CADPS2
ENSMMUG00000049145		protein_coding	CKB	CKB
ENSMMUG00000049145		protein_coding	CKB	CKB
ENSMMUG00000049145		protein_coding	CKB	CKB
ENSMMUG00000049145		protein_coding	CKB	CKB
ENSMMUG00000031965		protein_coding	ALAD	ALAD
ENSMMUG00000031965		protein_coding	ALAD	ALAD
ENSMMUG00000053719		misc_RNA		Metazoa_SRP
ENSMMUG00000050107		lncRNA		
ENSMMUG00000049345		misc_RNA		Metazoa_SRP
ENSMMUG00000008119		protein_coding	TELO2	TELO2
ENSMMUG00000008119		protein_coding	TELO2	TELO2
ENSMMUG00000008119		protein_coding	TELO2	TELO2
ENSMMUG00000008119		protein_coding	TELO2	TELO2
ENSMMUG00000056135		snRNA		U6
ENSMMUG00000009815		protein_coding		
ENSMMUG00000041905		protein_coding	PPP2R2A	PPP2R2A
ENSMMUG00000041905		protein_coding	PPP2R2A	PPP2R2A
ENSMMUG00000041905		protein_coding	PPP2R2A	PPP2R2A
ENSMMUG00000041905		protein_coding	PPP2R2A	PPP2R2A
ENSMMUG00000059142	OR5AR1	protein_coding	OR5AR1	OR5AR1
ENSMMUG00000005879		protein_coding	GARRE1	GARRE1
ENSMMUG00000005879		protein_coding	GARRE1	GARRE1
ENSMMUG00000000049		protein_coding	SLAIN1	SLAIN1
ENSMMUG00000000049		protein_coding	SLAIN1	SLAIN1
ENSMMUG00000000049		protein_coding	SLAIN1	SLAIN1
ENSMMUG00000065255		protein_coding	MCMDC2	MCMDC2
ENSMMUG00000065255		protein_coding	MCMDC2	MCMDC2
ENSMMUG00000000916		protein_coding	SLC35B4	SLC35B4
ENSMMUG00000000916		protein_coding	SLC35B4	SLC35B4
ENSMMUG00000050052		lncRNA		
ENSMMUG00000048854	TULP2	protein_coding	TULP2	TULP2
ENSMMUG00000012989		protein_coding	HNRNPA1	HNRNPA1
ENSMMUG00000012989		protein_coding	HNRNPA1	HNRNPA1
ENSMMUG00000012989		protein_coding	HNRNPA1	HNRNPA1
ENSMMUG00000021241		protein_coding	CNTN3	CNTN3
ENSMMUG00000021241		protein_coding	CNTN3	CNTN3
ENSMMUG00000000208		protein_coding	NRG1	NRG1
ENSMMUG00000000208		protein_coding	NRG1	NRG1
ENSMMUG00000000208		protein_coding	NRG1	NRG1
ENSMMUG00000000208		protein_coding	NRG1	NRG1
ENSMMUG00000000208		protein_coding	NRG1	NRG1
ENSMMUG00000000208		protein_coding	NRG1	NRG1
ENSMMUG00000000208		protein_coding	NRG1	NRG1
ENSMMUG00000000208		protein_coding	NRG1	NRG1
ENSMMUG00000000208		protein_coding	NRG1	NRG1
ENSMMUG00000053252		lncRNA		
ENSMMUG00000053566		snoRNA		SNORD115
ENSMMUG00000025513		snRNA		U6
ENSMMUG00000048308		misc_RNA		Metazoa_SRP
ENSMMUG00000059553		protein_coding		
ENSMMUG00000060330		protein_coding		
ENSMMUG00000051752		snRNA		U6
ENSMMUG00000025576		Y_RNA		Y_RNA
ENSMMUG00000058973		lncRNA		
ENSMMUG00000008657		protein_coding	AKTIP	AKTIP
ENSMMUG00000008657		protein_coding	AKTIP	AKTIP
ENSMMUG00000062605		lncRNA		
ENSMMUG00000000657		protein_coding	OR5AP2	OR5AP2
ENSMMUG00000018738		protein_coding	LOC711061	ADH1B
ENSMMUG00000018738		protein_coding	LOC711061	ADH1B
ENSMMUG00000018738		protein_coding	LOC711061	ADH1B
ENSMMUG00000018738		protein_coding	LOC711061	ADH1B
ENSMMUG00000018738		protein_coding	LOC711061	ADH1B
ENSMMUG00000018738		protein_coding	LOC711061	ADH1B
ENSMMUG00000018738		protein_coding	LOC711061	ADH1B
ENSMMUG00000056868		protein_coding		
ENSMMUG00000021815		protein_coding	SMIM15	SMIM15
ENSMMUG00000058334		protein_coding	VMA21	
ENSMMUG00000058334		protein_coding	VMA21	
ENSMMUG00000026085		snoRNA		SNORD58
ENSMMUG00000008876		protein_coding	MRPL11	MRPL11
ENSMMUG00000018644		protein_coding	KRT32	KRT32
ENSMMUG00000053067		lncRNA		
ENSMMUG00000054736		lncRNA		
ENSMMUG00000025789		snRNA		U6
ENSMMUG00000055380		misc_RNA		Metazoa_SRP
ENSMMUG00000053236		misc_RNA		Metazoa_SRP
ENSMMUG00000032664		miRNA		mml-mir-492
ENSMMUG00000015962		protein_coding	ARID2	ARID2
ENSMMUG00000015962		protein_coding	ARID2	ARID2
ENSMMUG00000055254		protein_coding		
ENSMMUG00000030349		protein_coding	GRXCR1	GRXCR1
ENSMMUG00000048418		protein_coding	PPDPF	PPDPF
ENSMMUG00000006916		protein_coding	ZC4H2	ZC4H2
ENSMMUG00000006916		protein_coding	ZC4H2	ZC4H2
ENSMMUG00000012266		protein_coding	CCDC180	CCDC180
ENSMMUG00000054761		lncRNA		
ENSMMUG00000016131		protein_coding	EDN3	EDN3
ENSMMUG00000016131		protein_coding	EDN3	EDN3
ENSMMUG00000016131		protein_coding	EDN3	EDN3
ENSMMUG00000016131		protein_coding	EDN3	EDN3
ENSMMUG00000016131		protein_coding	EDN3	EDN3
ENSMMUG00000024851		snoRNA		SNORD58
ENSMMUG00000049023		protein_coding	MS4A18	MS4A18
ENSMMUG00000057935		protein_coding		
ENSMMUG00000010689		protein_coding	FERMT2	FERMT2
ENSMMUG00000010689		protein_coding	FERMT2	FERMT2
ENSMMUG00000010689		protein_coding	FERMT2	FERMT2
ENSMMUG00000010689		protein_coding	FERMT2	FERMT2
ENSMMUG00000057456		misc_RNA		Metazoa_SRP
ENSMMUG00000004670		protein_coding	WDR36	WDR36
ENSMMUG00000004670		protein_coding	WDR36	WDR36
ENSMMUG00000004670		protein_coding	WDR36	WDR36
ENSMMUG00000051827		protein_coding		
ENSMMUG00000003671		protein_coding	LHX2	LHX2
ENSMMUG00000055274		pseudogene		OR5M1
ENSMMUG00000022193		protein_coding	FGD2	FGD2
ENSMMUG00000022193		protein_coding	FGD2	FGD2
ENSMMUG00000061482		snoRNA		
ENSMMUG00000050623		protein_coding	PPP1R3B	PPP1R3B
